"","F1","F2","F5","F6","F7","F10","F11","F12","F13","F14","F15","F18","F19","F20","F22","F23","F26","F27","F28","F29","F30","F31","F34","F35","F36","F37","F38","F39","F42","F43","F44","F46","F47","F50","F51","F52","F53","F54","F55","F58","F59","F60","F61","F62","F63","F66","F67","F68","F69","F70","F71","F74","F75","F76","F77","F78","F79","F82","F83","F84","F85","F86","F87","F90","F91","F92","F93","F94","F96"
"P08559",4926.1417858952,5247.34845164467,7547.26003611112,5171.43334557182,3873.34452905357,5515.88904410018,6180.578065434,3497.48941191473,5790.41235964514,4771.07535572996,4882.7570951478,2125.44851875171,6465.81833080848,6597.28633843912,4875.89700044447,1342.27206615202,360.355418393894,4773.9702678533,1839.27193921878,3411.40009116831,2175.51493906948,2740.97293308445,1726.12820774458,1773.11084026354,3951.62486815476,4208.46987100776,5747.61565055862,3611.13664489705,1930.60046411668,5541.99335359671,5497.24118665212,5109.12710946833,3007.48368115711,2420.78484955055,3794.69377473104,2211.02793885105,5133.6821818667,4747.72029291967,5408.74960332744,2372.15608075963,6346.01609501195,5368.94156907937,7398.64447058088,4009.81983915281,4549.1207765233,1870.15716897675,4669.62113788847,2943.42969921999,5099.66323942,5183.18076609435,5224.19134804419,3864.90185339641,4195.64510027262,4935.76561825345,5165.24653944692,5127.70283696666,5210.64415726277,3717.79355057413,3589.23192366102,3467.62799451194,3906.08972189953,2897.10956295603,3544.9484481425,5766.17275145141,2890.27719655662,0,2439.56170546432,4451.33199030763,5246.77909559412
"Q99471",6603.15476280582,5229.85984077493,6741.41797671037,6338.86529426247,5519.71701111258,7602.13936674638,4830.4297451026,7024.81765402036,3523.35241518463,4664.89014897099,6181.02471988199,7534.31579671828,6454.7941381452,6560.73520884055,7414.38987654557,5315.52885230924,6781.6542728386,5445.46641424658,3128.40687333147,4984.54603490226,4891.99960617891,6200.3170047979,6570.02163117833,6177.07836342994,2472.08523711687,5988.41215284064,5915.16961944011,7577.29675029818,4030.05365637535,5913.9690763007,2963.49234479163,4041.38621479848,5734.28406071424,8042.88419226429,5393.27552873639,6987.22819270037,5274.5367044365,3792.88670439685,5464.29870012076,5775.37072325013,7295.59439777821,4690.19186258624,6727.41702205834,5510.68581001442,5251.90633337405,5114.54797844693,3923.75368785688,8189.31727297049,5137.7349967231,7394.82434979984,5329.30631933848,5259.12960300359,6188.70440108577,5838.01304209125,5165.31784831598,6350.01326289458,5527.94984318186,7332.55774785162,6776.19099573962,6779.28244163517,5999.66206904263,7524.57537777657,5707.8253388488,7334.32337312499,5993.84067889119,8876.59111186862,7323.61443159959,8312.37072786021,6855.00187862528
"Q6PKG0",4508.163383097,2286.79430706705,4759.27405929697,5190.20324133618,5419.98783908358,4705.38927554413,3654.26343391187,3433.75743405835,4722.67579208544,3386.50976104006,3322.08068898723,3478.22910658639,3959.42818463272,3535.58443915175,4177.59449777013,3701.98038894269,3835.9391765411,3626.7160123971,3610.09067314815,3548.87942792028,3227.14391721646,3101.64420058765,4504.05868903198,3961.21790739548,3275.33631895262,2908.51676028489,2971.48108390006,4448.42385729007,4213.73686422104,3649.38628274588,1242.38058748888,3589.85487759579,2022.3713166191,4175.09529450034,4128.44064203888,4194.8801756863,2810.68089870046,3156.49100687364,2764.30494081445,4169.49729474877,5277.99915856746,4111.41302107756,3582.80661191388,3683.45493556607,4692.13165347493,3567.6824177762,3775.36797854535,4220.11908545506,4208.80586413631,4388.2401895011,3434.46862319687,2943.40713423275,3263.26890706658,4158.45493890765,4905.22365738417,3663.25344557037,4297.25775438571,2899.14068755492,4059.66214338888,3532.22438364213,3180.03807365228,2840.4799715744,3274.25873816868,4049.58114160434,5294.70341556435,2998.47787661148,4932.32165853369,4958.3411161016,4542.49660122696
"O95218",7459.82274497493,5114.24756245836,8771.52602355494,9158.76571767042,8648.11603320137,3164.75028045642,7620.96528239594,2955.84862150223,2176.85803687693,9505.01631955215,7020.13420569102,8284.61246255013,7930.76419109388,8360.10468519544,6215.13797982878,3540.44910673926,5679.36860038296,5658.77562262296,8601.8888896363,7185.18322874729,6503.44015613322,7340.20583103939,5577.40834388497,4780.68607610748,7007.14388869607,6377.88027174661,6885.09227984024,7002.42151254263,5747.63784363082,8095.4859678089,9136.69324351809,7652.86542812505,7208.00073448282,2205.49775958177,5950.68514372502,4656.38463050391,4867.72378710448,7045.51434106818,8891.60608886403,7902.34795450513,0,7327.20939750848,5504.53295319719,8806.6310551491,2678.24873942786,7465.03962566466,6910.79034491668,6081.27493326963,0,8402.95979281944,6803.58744484726,6773.74711886071,7374.76252050598,7108.57199261667,8699.28247291203,8143.00821764724,7083.75997275417,5874.65224289131,6517.26595751891,4991.25548770289,4557.5055446297,5458.49961079174,6520.7591789045,0,3532.68794224951,2518.95686508305,7784.57151303973,7015.98663293675,7288.22815391663
"Q07021",1098.01288778138,8113.06938217528,1564.94133536792,5853.05877291883,0,0,4186.02059574376,6294.15984648596,0,0,6281.14977356998,14434.6539853847,5104.91895413186,8059.83863412788,8119.50422431914,6270.35021328845,11794.4209356816,14612.5086732828,5852.92018361186,8846.96564813217,5456.14493244257,4541.15245308024,11586.5952742483,15760.209380304,13023.9232553145,9010.09754054446,7289.8482642932,0,6311.61413782974,11726.0745074777,0,15252.6436489092,0,6606.46984762321,0,0,9073.86564918501,6518.06360895268,8215.09415049993,4991.0771237721,4920.20819154621,8535.81334212668,6169.54949438177,0,7851.62137945191,4868.28308497453,3802.86707228928,2400.6526182641,2530.54510074435,0,5534.27907171523,2168.55912578241,5772.70632970113,0,2841.25674851011,1942.46583505296,3139.32306117229,4306.59280924326,0,4236.41848431401,4101.46746620163,0,0,0,0,4292.14314602127,0,0,6460.17745197342
"Q6DD88",0,3188.56008642198,0,1503.64451462797,1418.54740573044,0,1497.20924817259,0,0,979.900769049203,1851.7391067201,6010.86977938727,4294.34390540986,0,5895.95543790647,1710.9315994342,1504.21027734969,2764.20755705663,1102.52925538855,3157.83936069399,0,0,1608.02168595688,1529.05408250857,616.668424149201,2003.2192446564,5524.21031122692,1523.73352687109,2015.75108070408,684.993138010582,0,3494.25159900543,0,0,0,0,586.3950838528,1891.13763584525,1126.46878988752,2090.34111135837,0,3277.19516709158,0,3833.26678943927,875.595458964595,2205.89677086584,3519.23615862412,0,0,1147.60289756353,3319.57825073304,553.197058826539,0,1050.34593591439,0,1970.69911126754,1069.79267888642,1468.92182594902,664.66332528902,0,734.116005772791,0,2501.28063044429,0,0,1236.04213781093,0,1803.79251115449,2256.20863117672
"P30405",7199.25604751941,1366.73002997427,9429.27475690945,6893.49584668854,8003.60522699413,9821.96121188194,7875.66309986819,8771.29080781351,7669.64729475228,8068.52986542288,6243.03688787905,11041.8046281813,2844.10801890517,5997.37313580572,8843.56241824671,5661.39750415081,7207.25997561516,5457.77610594545,6611.31220025533,6415.29866609031,3158.60362206859,5323.38368024904,7005.62198645424,8476.20594338094,8608.06680763001,3388.53980628239,4267.44593851384,4982.56262517712,8117.60637840924,8969.93254545555,6422.67953911984,6846.10286411982,7329.38883210152,4588.53538902743,4187.50524541943,6819.96388225813,5203.54741286111,5822.10584323473,8940.18085958233,7291.95908433653,6886.8558091478,6728.02309445507,4700.98699297584,9527.69507158802,8871.55877763868,7944.46836305731,6418.87197740966,5959.19604188834,6949.6872648397,8491.82894801412,6873.65629887648,8628.95786213225,5612.45718161825,8806.74052758906,7646.63055342756,7855.76629525286,10526.9675709176,3975.60790776308,5394.19281993132,2350.27328900999,5571.92862612472,2700.02754319183,5639.66640738814,6124.17904647309,3908.833088232,8527.20217037933,9634.85194883576,8198.62294114927,7219.26540311547
"Q99798",0,3549.44204537375,2421.88905578671,2852.71112531683,4514.05265661668,2895.1614670855,3192.02148940076,3210.06379490226,3231.93349307513,3068.44665179767,3978.06897187374,3577.41762783274,3092.75403540314,3250.76461419381,3303.4248118184,3461.758857633,1998.96986963466,2226.1702273084,3325.00535919143,2605.77109233209,3062.62009159534,1767.49901363395,2416.87028209462,3218.51419642753,2576.19242051851,3538.0307372183,4868.12505494741,2346.30826895062,3737.40382652723,3747.56083708454,4209.70389482406,3819.1323930347,2239.42054662071,4779.76555366553,3944.58858782696,2629.15896741816,2491.95770000448,2742.74735729897,3847.87096667947,3102.89135910022,2299.03587979526,2900.17809258663,3392.6256224044,4124.60755810023,2818.8878443591,2900.06939197848,2444.65562536376,4377.23927312215,3383.9687732738,3512.48370174691,4920.20270886183,4940.6265321664,2799.87966134564,2425.54656024331,4310.51661514888,2495.1842155312,3128.67744962677,2140.43361281874,2760.66200741228,2486.55125166782,2737.69980661625,2510.66730361374,2735.36767888444,1885.09231969055,2685.52136958025,2640.67907757917,3009.85106980136,3414.83589483149,3772.11758595031
"P51659",1377.49774758936,2506.50695557322,1256.24618763972,1407.25670587246,1778.12858518819,1044.64518731321,0,0,3269.61679055933,1798.40094587007,2666.77602790387,1528.12172564393,0,2660.66107195641,0,2133.35988352432,2559.60565436929,1737.25705454198,1673.54948548183,2610.36844193555,0,0,0,2082.40281220856,1608.19808437825,0,2450.10779024581,0,1767.06669766263,2624.66379410481,0,3811.46883456067,2729.86368901819,1446.26380355448,2068.02316449277,3499.87379567307,2111.92197895903,0,2437.1491790511,959.581147543609,1102.31295020431,6886.52884028706,0,809.525654489434,2582.48104508415,1988.27159710707,1612.09832040674,1509.44035562848,1938.25052467419,1975.63045494751,0,2529.42459330723,4555.90696959634,1785.05064853648,2091.29320880794,0,5779.02170662471,0,0,1691.67168547965,2215.13807721015,1229.29641618935,2182.54368656336,2880.11143657353,1196.50941757069,2005.97602852817,1362.95668718578,2832.93763700121,2052.58082340111
"Q8NFH3",5754.34358571037,6753.31624306944,4934.94257354017,6422.8815469946,5489.449741957,5461.39762622425,4963.66714580742,4809.24800800364,3993.01352209695,5343.20385294582,5786.76600140938,5726.85807884948,5070.85844462681,5780.7910630814,5309.37150763344,4980.09141475426,4036.68485364038,5248.60805665384,3589.96237013599,5030.43305576513,4302.38527109426,5312.60415789063,5490.04615995273,4813.17415988848,3987.84625515462,4188.05692364592,3737.55144012753,4577.65007329226,5661.28886550956,5264.74414963076,4020.92962878717,6460.82574552968,5620.65596555669,6847.30960907285,4682.31526361895,5331.09511079761,6399.21402029054,9440.29169169731,6776.64514101521,4035.36161000436,5010.2745492602,3500.71564692643,4225.4589968903,4059.29320792301,3318.79827301993,3863.11915512265,5710.10313018515,4117.27575575412,4512.07671011944,4971.19576030136,4874.58902828518,3704.90984007856,4652.61882126487,5184.49320101368,4782.53861406394,3924.09311307663,4393.17274299032,5334.09002386875,4013.95716685574,4645.7180703223,4364.46602643834,3949.11879501266,4039.19662775408,4505.4584349421,4270.91934173796,4530.18255039783,5180.30390873226,4225.42097530861,4382.41733085751
"Q9NR31",5580.38498003702,2688.19107182701,4706.69408602742,4035.09817238331,4661.31056045666,6516.50243828181,4484.03872053057,3920.09575020648,1931.022307734,2957.01593217457,3226.68268497639,3136.41874858974,4211.56966518354,0,4147.84618049506,4441.76992932187,3105.86849789404,4379.54897289479,2598.97156261159,3110.33324502754,4171.10141264939,3754.50517596484,5782.96504954116,4578.32197380242,4367.21704690402,3795.46854146071,0,4765.56386547247,5332.41590572859,2281.79694922051,2643.87430335662,2098.90992758539,5353.45545349907,4851.28185282495,4251.53515950303,3210.23453152102,2424.21614602564,3534.38893421178,1864.43989503703,4105.16291053994,5251.39975115869,4413.93051385801,4202.47083405349,6327.73746206979,4500.42511369453,3486.05857276665,4463.09821308728,4438.99445463209,2879.6385692962,5601.78242665747,4472.48331516131,0,3053.47447327479,4906.2123819411,5041.70552052199,3624.32773432972,5566.23746404787,5007.32042682083,4031.76090658067,4986.66036983803,3499.06162367135,5674.56746520094,2840.7983198202,4206.21263994333,4092.51678046723,0,4642.91465827007,3990.75967799859,2391.56157429929
"O43615",1029.87029381528,1615.71687351101,7619.03336126146,2976.62419877564,5014.97874987936,3117.04773815921,5691.46936237667,5478.7556987867,4094.56839843493,7795.2602965227,4091.85434299084,6763.24828093132,7094.57980933852,5442.18726487496,4442.83582303299,5504.39299058356,3684.38323268758,3546.05034082727,6532.47155571436,5172.78387507502,3246.53357106872,5827.78084584607,3835.29976450142,4599.26872835422,3022.03397137831,5504.08542268448,4987.09573617612,4866.30968300165,8056.00943060382,4649.1721525932,2865.1701448604,6242.58458044656,6038.85137683389,4834.24347050846,5650.34218910217,3288.48733459426,3990.47692861562,5328.0602642577,4432.42056514803,6368.51000148986,5716.25258610604,4218.20133611696,5432.72786250946,4069.08372853267,6373.39903963037,8150.48672978518,4012.69482084088,4563.31638460406,6050.6560922869,4277.20830088854,5797.78823368162,6683.13984563619,3718.73916561937,4268.81301690365,7054.38781412691,4432.77788962077,4211.40050178963,5145.05111735862,3925.98344665609,2247.89511813459,4573.02370063921,5600.64701688551,5412.17517948491,6133.33681873252,4629.84928747334,7364.99131755994,5780.16731147681,5177.68811809183,5645.62281085081
"Q8N5K1",8249.9548225343,7532.82302530415,3526.29956380742,9582.56550692921,6112.03890899526,3926.86580645577,7449.54548879177,4638.66407375747,4802.02169915048,5419.17598492594,7223.83881501594,9531.70516454676,7767.40655487978,4630.92684615027,6718.68929943209,4188.97878251496,5160.52836458248,8340.41318346592,4001.5155473059,8926.98010793556,7419.76151331846,6163.23963762951,8326.27528007007,5184.41569100512,8025.46846922852,7672.00367186526,7691.40191834335,9494.64807983838,9011.25003602089,7274.9691064891,8427.27458627508,6466.54811840156,9675.22633854856,10488.8019765919,6347.63545343562,4639.63774926328,9055.07764440802,5671.45577696798,7009.50842292993,6025.76399393914,8341.00619139451,5827.85521706429,6437.89223390811,7384.95369175505,6747.29228467445,11620.1834916916,6624.70422043075,5946.03128899446,5075.18654294936,6388.67907165752,5721.82482764443,5194.04267591105,5951.27897898069,6480.65823350018,5747.52219647917,4980.53974610553,2993.95470421996,8419.77684426703,6426.89203494772,1990.06336552964,6828.70882738989,7915.08312435855,6322.0121216076,1858.63537134835,7701.67681240329,6386.33157595385,7537.33857185821,9454.47146979442,6906.12293095767
"Q9UBM7",8895.67381508308,7913.60343249285,6747.50984726545,6088.1717495174,7411.48522155684,7814.74601895351,5953.28304776175,4025.29742302285,3382.43513147306,10904.2744174619,6236.61162285932,6186.56843136959,5211.38046499968,4267.60497461722,4684.59862241103,5012.05309400233,3222.1895321769,7490.49353656976,5851.70997194964,5849.56776703718,3415.0610274259,4425.07228415475,6579.64138385454,4771.85943238539,6475.71895332328,4436.89634624669,5216.3828300668,6699.61162674115,8148.07803257288,4362.27144153306,9424.79909917946,3732.66844836245,7483.05655350679,4602.5206793336,4221.61622006146,5174.7269153373,4284.64431040036,10614.4514615806,4941.03200325918,4986.52727008132,6680.85106213605,5431.85692979347,5148.32543754699,6970.09275734225,5495.66236479865,9138.92938747569,5229.93288333735,3233.25767053127,4111.28104094109,4544.74730689152,6096.88854979349,3323.24206868505,5570.8155861122,6075.89051485974,10949.3239619571,4842.6101044767,4591.39345517175,5146.42674594719,4498.27360131828,4466.26534405104,5999.09618798961,4470.64517973798,5253.17138927999,4457.58081575773,5404.27620270471,5459.4992098692,6274.33562598336,4712.83910229487,5183.88091319478
"P62861",31452.3813639212,44754.3817836688,51489.7354001613,50174.2941887154,24199.4033516651,42122.3927006929,36115.9293178748,18687.6233992915,33758.4966404247,40354.1014285998,34413.087330203,46886.4648408275,36631.9630703705,47110.7924933415,39480.182229763,49509.4181805645,39811.3415014541,42984.0825975753,38543.7015952764,42261.4938687212,34859.8571389982,40892.4577921642,49451.1161185572,52404.7633664283,47744.583334,37572.8557793738,43667.6047878827,32737.5318202845,45451.3140416962,42707.3987963947,42283.9430248938,40304.659006787,50842.087579249,32367.6146774302,58659.4725581805,25536.3746759985,54008.9317480479,48305.1764846719,42016.1411870838,52611.1493976016,58944.3101927106,57276.2964428691,39259.6547489043,41032.6528142908,53794.4577257334,22441.7745483516,63040.6808167127,49346.0872986632,47624.6373202454,38693.7506956165,33514.4052151563,36041.8101091777,66734.6232542595,54346.0314416244,50481.9827601472,51741.9630000832,45186.8295522541,50450.5650548553,42468.1489554403,47478.6319465879,49174.204215238,37874.1451946423,38547.1620116124,54293.6036415625,29230.5817260738,45590.6907367567,50805.9633784486,20528.1195820132,70415.7136994723
"Q5VVQ6",1532.36956506151,1577.39817292546,1139.45517040609,0,0,1130.47032624665,2746.30276766998,1543.80701157564,925.055828948082,1344.49185124327,793.601480616161,0,869.192889420067,0,2594.65095121787,0,0,989.280994942388,0,0,0,2257.79881427817,2402.82375050753,1281.8738223349,961.092816442356,2149.27415350848,858.098032193857,0,1192.1192705385,864.3574818804,0,1144.51170674938,0,0,1578.53102200554,0,957.96165411251,0,872.164582212194,0,655.618094196635,0,910.104890395699,0,0,2450.99692768445,917.175402810941,1143.77109215767,1038.73445113238,1540.3917775164,2567.18638313827,1821.83092203855,1153.19867489728,2383.83446102514,1423.8879883793,0,0,1994.41156328005,804.1552871868,1215.41879186794,1188.61598055564,0,2856.47655792854,1295.51069387377,1548.74654418306,1321.02374513561,1638.66327104204,0,1270.58649183343
